event_id,target_shares_outstanding,target_adv20,target_dollar_adv20,target_market_cap,passive_control_percent,etf_ownership_percent,active_share,passive_pct,default_rule,non_election_default_rule,short_volume_ratio_20d_avg,announce_date,active_cash_election_rate,realized_cash_share,pct_elected_cash,spread,deal_spread,cash_election_value,stock_election_value,holder_model_source,holder_rolling_event_index,holder_fit_n,holder_fit_sse,holder_fit_loglike,holder_p_hat,holder_q_hat,holder_positive_share,holder_positive_share_of_active,holder_noisy_share,holder_noisy_cash_prob,holder_predicted_cash_demand_share,holder_predicted_stock_demand_share,holder_rational_action,holder_structural_status,holder_structural_block_reason
E000068_20181119_Resolute_Energy_Corp__Cimarex_Energy_Co,23166000.0,850302.35,26756130.1625,803860200.0000001,0.1169694811361478,0.1169694811361478,0.8830305188638522,0.1169694811361478,mixed,"Resolute common shares for which no valid election was made (non-election shares) are deemed to receive the Mixed Election Consideration ($14.00 cash + 0.2366 Cimarex shares per share), subject to proration.",,11/19/2018,,,,0.2897710000000018,0.2999999999999971,35.0,34.710229,rolling_structural_fit,233,29,2.9323573601826327,-7.922624488467967,0.2,0.1,0.1,0.11324636902546088,0.7830305188638522,0.2,0.3735755849089183,0.6264244150910818,cash,ok,
E000069_20100819_NewAlliance_Bancshares_Inc__First_Niagara_Financial_Group_Inc,105080000.0,868500.0,10560725.85,1342922400.0,0.0874161909021697,0.0874161909021697,0.9125838090978304,0.0874161909021697,,"Shares for which no valid election was made ('non-election shares') were converted into stock or cash consideration according to the allocation/proration procedures (i.e., subject to the same 86/14 proration as electing shares), not a fixed default to cash or stock.",,8/19/2010,0.0397682976479638,0.08,8.0,1.1349999999999998,1.5,14.28,13.145,rolling_structural_fit,85,24,3.17910441551643,-9.797073154169619,0.3,0.0,0.0,0.0,0.9125838090978303,0.3,0.31748323818043395,0.6825167618195661,cash,ok,
E000070_20070603_Digene_Corp__QIAGEN_NV,24415000.0,440757.35,19269772.2075,1093059550.0,0.0,0.0,1.0,0.0,,"Non-election shares (no valid election made, or shares tendered without an effective election form) are allocated according to the proration/allocation procedures after all valid elections are processed: if cash oversubscribed, non-election shares go to stock consideration; if stock oversubscribed, non-election shares go to cash consideration; if neither cap exceeded, non-election shares are converted pro rata first into stock (until stock reaches 45% of tendered shares) with any remainder into cash.",,6/3/2007,,,,-0.0076000000000036,16.4876,61.25,61.2576,rolling_structural_default,30,0,,,0.5,0.3,0.3,0.3,0.7,0.5,0.35000000000000003,0.65,stock,ok,
E000071_20101018_AGA_Medical_Holdings_Inc__St_Jude_Medical_Inc,50268000.0,2422494.7,49513122.029,1040547600.0,0.0188460451977401,0.0188460451977401,0.98115395480226,0.0188460451977401,mixed,"AGA stockholders who tendered shares without making a valid cash or stock election were treated as making 'no election.' If 50%+ of tendered shares validly elected cash, non-electing holders were deemed to have elected stock (and vice versa if stock was oversubscribed). If neither form was oversubscribed, non-electing holders received a pro rata mix such that overall 50% cash / 50% stock was achieved across all tendered shares.",,10/18/2010,0.6335162533451761,0.631,63.1,-824.3040000000001,824.404,20.8,845.104,rolling_structural_fit,90,26,3.2751794018812257,-9.959991277276655,0.3,0.0,0.0,0.0,0.9811539548022599,0.3,0.303769209039548,0.6962307909604519,stock,ok,
E000072_20070214_TALX_Corp__Equifax_Inc,31487000.0,281387.05,8727806.269499999,1009158350.0,0.0002081811541271,0.0002081811541271,0.9997918188458728,0.0002081811541271,mixed,"Shares for which no valid election is made by the deadline are designated 'non-election shares.' Holders of non-election shares have no control over consideration type and may receive only cash, only stock, or a mix of cash and stock, determined by the proration adjustment based on other shareholders' elections.",,2/14/2007,,,,-0.5845099999999945,4.034509999999997,35.5,36.084509999999995,rolling_structural_default,23,0,,,0.5,0.3,0.3,0.3000624673507633,0.6997918188458729,0.5,0.35000000000000003,0.65,stock,ok,
E000073_20181030_WildHorse_Resource_Development_Corp__Expand_Energy_Corp,8196000.0,13415.25,156888.10111,95073600.0,0.0367049780380673,0.0367049780380673,0.9632950219619328,0.0367049780380673,cash,"Non-electing (or invalid/untimely electing) WildHorse holders are deemed to have elected the Share Consideration (5.989 Chesapeake shares per WildHorse share, no cash).",,10/30/2018,,,,,-8.6,3.0,,rolling_structural_fit,231,29,2.9323573601826327,-7.922624488467967,0.2,0.1,0.1,0.1038103568690006,0.8632950219619328,0.2,,,,blocked,"missing_inputs:stock_value,cash_cap,stock_cap"
E000074_20160303_Carmike_Cinemas_Inc__AMC_Entertainment_Holdings_Inc,24598000.0,253135.8,5489308.693499999,617655780.0,0.0733758842182291,0.0733758842182291,0.926624115781771,0.0733758842182291,mixed,"Shares for which no valid election is made (or election is revoked without replacement, or 'No Election' box checked) are designated 'non-election shares'/holder becomes 'non-electing stockholder.' These shares/holders have no control over consideration type; they receive stock or cash (or a mix) based on the proration/allocation procedures depending on whether the stock election was oversubscribed or undersubscribed - could receive all stock, all cash, or a mix.",,3/3/2016,0.013287003522996,0.049,4.9,5.25517,7.950000000000003,33.06,27.804830000000003,rolling_structural_fit,186,27,3.490245473973183,-10.692165652126189,0.4,0.0,0.0,0.0,0.926624115781771,0.4,0.407337588421823,0.5926624115781771,cash,ok,
E000075_20200806_Sirius_International_Insurance_Group_Ltd__SiriusPoint_Ltd,701783000.0,3221860.9,486532243.924012,107078050140.00002,0.1338137568450646,0.1338137568450646,0.8661862431549354,0.1338137568450646,,"Holders who fail to make a valid election, or who revoke an election without submitting a new one, are deemed 'non-electing holders' and are treated as having made the Share & CVR Election (0.743 TPRE share + 1 CVR per Sirius share).",,8/6/2020,,,,,-143.08,9.5,,rolling_structural_fit,252,31,3.5858884487875153,-10.608741537749175,0.2,0.1,0.1,0.11544861257062579,0.7661862431549354,0.2,,,,blocked,"missing_inputs:stock_value,cash_cap,stock_cap"
E000076_20070816_First_Charter_Corp__Fifth_Third_Bancorp,34684000.0,401258.3,9036769.4765,969070960.0,0.0001189885826317,0.0001189885826317,0.9998810114173684,0.0001189885826317,,"Shares for which no valid election is made (non-election shares) are allocated stock consideration or cash consideration by the exchange agent depending on the elections made by other shareholders under the proration/allocation procedures (i.e., non-election shares are treated as part of the pool used to balance the 70%/30% stock/cash split, prioritized ahead of stock-election shares in cash-undersubscribed scenarios).",,8/16/2007,,,,-1097.09,1100.15,31.0,1128.09,rolling_structural_fit,44,10,1.2314527082236026,-3.7174325474455756,0.3,0.4,0.4,0.4000476010970398,0.5998810114173683,0.3,0.18002379771652635,0.8199762022834737,stock,ok,
E000077_20060727_Fidelity_Bankshares_Inc__National_City_Corp,25248000.0,396394.05,14249984.8725,955384320.0,6.887674271229405e-05,6.887674271229405e-05,0.9999311232572876,6.887674271229405e-05,,"Shares for which no valid election is made (election form not returned/not timely completed, or holder indicates no preference) are 'no-election shares' subject to allocation under Section 3.3 (could receive cash or stock depending on proration outcome). Dissenting shares that lose appraisal rights after the election deadline are treated as non-election shares; dissenting shares generally are deemed cash election shares.",,7/27/2006,,,,0.773144000000002,1.6599999999999966,39.5,38.726856,rolling_structural_default,1,0,,,0.5,0.3,0.3,0.3000206644461134,0.6999311232572878,0.5,0.65,0.35000000000000003,cash,ok,
E000078_20201005_Eidos_Therapeutics_Inc__Bridgebio_Pharma_Inc,38592000.0,229964.3,14773859.974,2836897920.0,0.0426141169154228,0.0426141169154228,0.9573858830845772,0.0426141169154228,stock,Shares for which no valid election was made (including failure to submit a properly completed election form by the deadline) are deemed non-election shares and receive the stock consideration (1.85 BridgeBio shares per Eidos share).,,10/5/2020,,,,-0.3145000000000095,0.0645000000000095,73.26,73.57450000000001,rolling_structural_fit,253,31,3.5858884487875153,-10.608741537749175,0.2,0.1,0.1,0.10445109100398739,0.8573858830845772,0.2,0.17147717661691544,0.8285228233830846,stock,ok,
E000079_20250113_Enfusion_Inc__Clearwater_Analytics_Holdings_Inc,,,,,0.0,0.0,1.0,0.0,,"Shares for which no valid election is made by the election deadline are treated as 'non-election shares' and are converted into the right to receive the per share stock consideration or per share cash consideration according to the allocation/proration procedures; generally, non-election shares are allocated to whichever form of consideration (cash or stock) is undersubscribed, and are the first shares redesignated when reallocating to meet the cash cap.",,1/13/2025,,,,,,5.85,,rolling_structural_fit,280,34,2.9908214676249587,-7.022958554295322,0.2,0.1,0.1,0.1,0.9,0.2,,,,blocked,"missing_inputs:stock_value,entry_target_price,cash_cap,stock_cap"
E000080_20091021_Switch___Data_Facilities_Co_Inc__Equinix_Inc,34580000.0,144320.85,2029382.2595,497952000.0,0.0250886928860613,0.0250886928860613,0.9749113071139388,0.0250886928860613,mixed,"Non-electing shares (no valid election submitted by deadline) receive: if stock elections >80% of non-dissenting shares, non-electors get $19.06 cash; if cash elections >20% of non-dissenting shares, non-electors get 0.19409 Equinix shares; if within both thresholds, non-electors may receive either stock or cash (or a mix), determined by the exchange agent by lot or another reasonable method selected by Equinix.",,10/21/2009,,,,0.0877024999999989,4.659999999999998,19.06,18.9722975,rolling_structural_fit,76,19,2.292141109778954,-6.867782279003872,0.3,0.0,0.0,0.0,0.9749113071139387,0.3,0.3050177385772123,0.6949822614227877,cash,ok,
E000081_20150507_Micrel_Inc__Microchip_Technology_Inc,56865000.0,232249.25,3340887.1955,767677500.0,0.1301642954365602,0.1301642954365602,0.8698357045634398,0.1301642954365602,,"Shareholders who fail to make a valid, timely election (or whose election forms are improperly completed/unsigned or received after the deadline) are deemed non-electing holders. Non-electing holders receive merger consideration equivalent in value to that paid to electing holders, but the form of consideration (all cash, all stock, or part cash/part stock) depends on the remaining pool of cash and stock available after honoring other shareholders' valid cash and stock elections, subject to proration for cash if the minimum stock percentage is not met. Non-electing holders' preferences are not considered in the allocation. If the minimum stock percentage is not met, non-electing shares are converted to stock consideration (in the stock-cap-exceeded scenario, converted to cash).",,5/7/2015,,,,-649.74,650.24,14.0,663.74,rolling_structural_fit,167,29,4.075655662495209,-12.696386599698277,0.3,0.0,0.0,0.0,0.8698357045634398,0.3,0.326032859087312,0.673967140912688,stock,ok,
E000082_20070501_Community_Banks_Inc_PA__Susquehanna_Bancshares_Inc,24751000.0,79679.6,2224973.3159999996,795002119.9999999,7.276473677831198e-05,7.276473677831198e-05,0.9999272352632216,7.276473677831198e-05,,"Shares of holders who indicate no preference or fail to make a valid election are deemed 'non-election' (no-election) shares. No-election shares receive the per-share stock consideration unless there is an oversubscription of the stock consideration, in which case they may receive the per-share cash consideration for some or all of their shares.",,5/1/2007,,,,1.661999999999999,1.8800000000000023,34.0,32.338,rolling_structural_default,28,0,,,0.5,0.3,0.3,0.30002183100956115,0.6999272352632218,0.5,0.65,0.35000000000000003,cash,ok,
E000083_20120723_GeoEye_Inc__DigitalGlobe_Inc,22511000.0,477049.75,7995274.219,459899730.0,0.0707861045710985,0.0707861045710985,0.9292138954289016,0.0707861045710985,mixed,"Shares for which a holder does not make a valid election (or revokes without timely submitting a new election) are deemed to have made a 'non-election,' and non-electing shares are deemed to have made the mixed cash/stock election (1.137 shares of DigitalGlobe common stock + $4.10 cash per share).",,7/23/2012,,,,-1.161999999999999,1.001999999999999,20.27,21.432,rolling_structural_fit,114,34,4.677481841868535,-14.522699461901956,0.3,0.0,0.0,0.0,0.9292138954289015,0.3,,,,blocked,"missing_inputs:cash_cap,stock_cap"
E000084_20100813_Allis-Chalmers_Energy_Inc__Archer_Ltd,72430000.0,560715.0,1847656.75,267991000.0,0.0275442467209719,0.0275442467209719,0.972455753279028,0.0275442467209719,mixed,"Shares for which no valid election is made (or election form/certificates not properly submitted by the deadline) are treated as non-election shares; holders may be paid all cash, all Seawell stock, or a mix of cash and stock depending on the elections made by other stockholders (i.e., non-election shares absorb the residual consideration mix after cash/stock elections and proration are applied).",,8/13/2010,0.0166875218587531,0.03,3.0,-30.307499999999997,30.8575,4.25,34.5575,rolling_structural_fit,84,23,3.103199289449468,-9.600389274478458,0.3,0.0,0.0,0.0,0.9724557532790281,0.3,0.30550884934419437,0.6944911506558056,stock,ok,
E000085_20180607_AV_Homes_Inc__Taylor_Morrison_Home_Corp,22348000.0,384912.7,7650667.0725,474895000.0,0.05417021657419,0.05417021657419,0.94582978342581,0.05417021657419,mixed,"Shares with no election, untimely election, invalid election, or unrevoked prior election are deemed to have made a Mixed Election ($12.64 cash + 0.4034 shares, subject to proration).",,6/7/2018,0.5063436361437762,0.506,50.6,0.9542859999999996,0.25,21.5,20.545714,rolling_structural_fit,228,28,2.775379368310755,-7.370440047457861,0.2,0.1,0.1,0.10572726906293696,0.8458297834258101,0.2,0.32333617325935204,0.6766638267406481,cash,ok,
E000086_20101222_Sonic_Solutions_LLC__Rovi_Corp,48812000.0,910299.25,9663021.9365,546938460.0,0.0611546906498402,0.0611546906498402,0.9388453093501598,0.0611546906498402,mixed,"Non-electing tendered shares receive whatever consideration form remains after all valid elections are satisfied (or pro rata share of each if neither is oversubscribed). If cash elections >= 55% of tendered shares (oversubscribed), non-electing shares are treated as stock elections. If stock elections >= 45% of tendered shares (oversubscribed), non-electing shares are treated as cash elections. If neither is oversubscribed, non-electing shares receive a pro rata mix such that overall 55%/45% cash/stock split is maintained.",,12/22/2010,,,,-0.5245595000000005,3.3195595000000004,14.0,14.5245595,rolling_structural_fit,95,28,3.4724930539302026,-10.507634921985957,0.3,0.0,0.0,0.0,0.9388453093501598,0.3,0.3122309381299681,0.687769061870032,stock,ok,
E000087_20200113_Primo_Water_Operations_Inc__Primo_Water_Corp,,,,,0.0,0.0,1.0,0.0,mixed,"Shares tendered without a valid election (or not tendered but converted in back-end merger without election) are deemed to have elected, and will receive, the Mixed Consideration ($5.04 cash + 0.6549 Cott shares per share, subject to the same aggregate proration).",,1/13/2020,0.012,0.012,1.2,-0.2285389999999996,,14.0,14.228539,rolling_structural_fit,248,30,3.2124671524252726,-9.124108014043815,0.2,0.1,0.1,0.1,0.9,0.2,,,,blocked,missing_inputs:entry_target_price
E000088_20160825_AEP_Industries_Inc__Berry_Global_Group_Inc,5114000.0,66461.55,6301547.1225000005,567960840.0,0.0666778646851779,0.0666778646851779,0.933322135314822,0.0666778646851779,,"Shares for which no valid election is made ('non-election shares') are allocated per proration rules: generally, non-election shares are allocated first to whichever form of consideration (cash or stock) is undersubscribed, before any oversubscribed-electing shares are switched; non-election shares have lower priority than validly and timely made elections.",,8/25/2016,,,,-3.524929,2.464928999999998,110.0,113.524929,rolling_structural_fit,196,27,3.3591665808527575,-10.175396879698654,0.3,0.1,0.1,0.10714414264509933,0.8333221353148221,0.3,0.2833355729370356,0.7166644270629644,stock,ok,
E000089_20170828_IXYS_Corp__Littelfuse_Inc,32603000.0,836884.5,17506501.374999996,730307200.0,0.0492286292672453,0.0492286292672453,0.9507713707327548,0.0492286292672453,,"Shares for which no valid election is made become 'non-election shares' and are allocated to whichever form of consideration (cash or stock) is undersubscribed, ahead of electing shareholders of the oversubscribed form, per proration procedures in the merger agreement.",,8/28/2017,0.0,0.01,1.0,0.9561112650000004,0.6000000000000014,23.0,22.043888735,rolling_structural_fit,217,27,3.2348067965919127,-9.666126950328069,0.3,0.1,0.1,0.10517775679649514,0.8507713707327548,0.3,0.37984572585344906,0.620154274146551,cash,ok,
E000090_20200115_Pope_Resources_a_Delaware_LP__Rayonier_Inc,4367000.0,12985.4,1542358.4883499998,552250820.0,0.0004103503549347,0.0004103503549347,0.9995896496450652,0.0004103503549347,stock,"Pope units for which a valid election is not timely received by the election deadline are deemed to have made the Stock Election Consideration (3.929 Rayonier shares per unit), subject to proration.",,1/15/2020,0.7913247203798764,0.7909999999999999,79.1,-3.871199999999987,2.411199999999994,125.0,128.8712,rolling_structural_fit,249,30,3.2124671524252726,-9.124108014043815,0.2,0.1,0.1,0.10004105188114748,0.8995896496450653,0.2,0.17991792992901307,0.820082070070987,stock,ok,
E000091_20070923_C-COR_Inc_Old__ARRIS_Group_Inc,50288000.0,683543.35,7369084.989499999,496845440.00000006,7.626073814826599e-05,7.626073814826599e-05,0.9999237392618516,7.626073814826599e-05,mixed,"Shareholders who make no election or an invalid election are deemed 'non-election shares.' Non-election shares are allocated stock or cash consideration per the proration formula (Section 2.3(b)): they are treated similarly to a buffer used to fill any shortfall between stock elections and the stock conversion number before cash election shares are affected. Holders with non-election shares have no control over what type of consideration (cash, stock, or mix) they receive.",,9/23/2007,,,,0.0005080000000017,3.869999999999999,13.75,13.749491999999998,rolling_structural_fit,49,11,1.5037640475014238,-4.663742179365091,0.3,0.2,0.2,0.2000152533108584,0.7999237392618517,0.3,0.44001525214762965,0.5599847478523704,cash,ok,
E000092_20100419_GEO_Reentry_Inc__GEO_Group_Inc_The,14971000.0,229725.0,4955409.7,366789500.0,0.0463719858392892,0.0463719858392892,0.9536280141607107,0.0463719858392892,,Cornell stockholders who fail to make a valid election (non-election shares) will receive the stock consideration (1.3 GEO shares per Cornell share); non-election shares are not pro-rated into cash.,,4/19/2010,,,,-23.583,0.0830000000000019,1.0,24.583,rolling_structural_fit,82,23,3.103199289449468,-9.600389274478458,0.3,0.0,0.0,0.0,0.9536280141607107,0.3,0.3092743971678578,0.6907256028321422,stock,ok,
E000093_20130909_MTR_Gaming_Group_Inc__Caesars_Entertainment_Inc,27923000.0,54620.65,209821.4695,113088150.0,0.0276060788597213,0.0276060788597213,0.9723939211402788,0.0276060788597213,,Shares for which no valid election is made (no-election shares) are treated as having elected stock consideration and will receive ERI common stock (not subject to being selected into the cash pool).,,9/9/2013,0.8373118577452341,0.828,82.8,-18.198,20.198,6.05,24.248,rolling_structural_fit,132,35,4.379383201803289,-13.29014571300341,0.3,0.0,0.0,0.0,0.9723939211402787,0.3,,,,blocked,"missing_inputs:cash_cap,stock_cap"
E000094_20170710_Hawaiian_Telcom_Holdco_Inc__Cincinnati_Bell_Inc,11588000.0,37483.1,1001308.819,334545560.0,0.0731662927166033,0.0731662927166033,0.9268337072833968,0.0731662927166033,mixed,"Shares for which no valid election is made by the election deadline (non-election shares) are deemed to have made a Mixed Election and receive the Mixed Consideration (0.6522 Cincinnati Bell shares + $18.45 cash per share), not subject to proration.",,7/10/2017,,,,19.0104,1.879999999999999,30.75,11.7396,rolling_structural_fit,214,26,3.171846597157423,-9.543228102708602,0.3,0.2,0.2,0.21578844017899562,0.7268337072833968,0.3,0.49121640490162227,0.5087835950983777,cash,ok,
E000095_20080520_China_Water___Drinks_Inc__Nuverra_Environmental_Solutions_Inc,,,,,0.0,0.0,1.0,0.0,stock,"Under the August 2008 form of election, shares for which no valid election is made are deemed 'No Election' and receive only stock consideration (0.8 Heckmann shares per China Water share). Under the earlier July 2008 form of election and letter of transmittal, no-election shares were deemed to have 'no preference' and would receive merger consideration based on the allocation/proration procedures set forth in the merger agreement (not automatically all-stock).",,5/20/2008,0.296,0.296,29.6,,,5.0,,rolling_structural_fit,62,15,1.9210918700043518,-5.870404290016957,0.3,0.1,0.1,0.1,0.9,0.3,,,,blocked,"missing_inputs:stock_value,entry_target_price,cash_cap,stock_cap"
E000096_20120206_SureWest_Communications_Old__Consolidated_Communications_Holdings_Inc,14060000.0,95126.25,1754570.0850000002,318740200.0,0.0449070533428165,0.0449070533428165,0.9550929466571836,0.0449070533428165,mixed,"Shareholders who do not make a valid election (non-electing) will have no control over the type of consideration received; their shares will be allocated cash, stock, or a mix based on the proration procedures and the elections made by other shareholders. Because other shareholders tend to elect based on relative values, non-electing shareholders are likely to receive the form of consideration with the lower relative value at the effective time.",,2/6/2012,0.6916043884948563,0.6829999999999999,68.3,-3.679237000000001,4.009236999999999,23.0,26.679237,rolling_structural_fit,107,30,4.1451230758046735,-12.879182482323683,0.3,0.0,0.0,0.0,0.9550929466571835,0.3,0.3089814106685633,0.6910185893314367,stock,ok,
E000097_20070719_Partners_Trust_Financial_Group_Inc__M_T_Bank_Corp,11196000.0,109069.5,2260756.63814,214179480.0,0.0,0.0,1.0,0.0,mixed,"Shares for which no valid election is made (non-election/no preference shares) are allocated cash, M&T stock, or a combination thereof based on the remaining pool of cash and stock available after honoring valid cash and stock elections, per the allocation/proration procedures; non-electing holders receive equivalent value ($12.50/share) but consideration mix depends on other stockholders' elections.",,7/19/2007,,,,-1371.75,1365.12,12.5,1384.25,rolling_structural_fit,40,9,1.2260357482236026,-3.7999731806217176,0.3,0.4,0.4,0.4,0.6,0.3,0.18,0.8200000000000001,stock,ok,
E000098_20100826_Wesco_Financial_Corp__Berkshire_Hathaway_Inc,7120000.0,8885.0,3106122.4391,2584560000.0,0.0066590688202247,0.0066590688202247,0.9933409311797752,0.0066590688202247,cash,Shares for which no valid election is made (or an invalid/untimely election form is submitted) are deemed not to have made an election and default to receiving 100% cash consideration.,,8/26/2010,,,,,22.0,385.0,,rolling_structural_fit,87,25,3.2355027039330944,-9.9148194095492,0.3,0.0,0.0,0.0,0.9933409311797753,0.3,,,,blocked,"missing_inputs:stock_value,cash_cap,stock_cap"
E000099_20170501_Angie_s_List_Inc__Match_Group_Inc,59867000.0,463678.85,2701772.6240000003,352616630.0,0.0651420816142449,0.0651420816142449,0.934857918385755,0.0651420816142449,stock,"Shares for which no valid election is made by the election deadline are deemed non-electing shares and are treated as if the holder elected the share consideration (i.e., converted into ANGI Homeservices Class A common stock).",,5/1/2017,0.0039578206775944,0.0037,0.37,-10.670000000000002,13.28,8.5,19.17,rolling_structural_fit,210,27,3.2645083053031567,-9.789516308342307,0.3,0.1,0.1,0.1069681264214703,0.8348579183857551,0.3,0.2504573755157265,0.7495426244842734,stock,ok,
E000100_20110726_S1_Corp__ACI_Worldwide_Inc,53926000.0,2027517.5,18072737.217,499354760.0,0.1429701999035715,0.1429701999035715,0.8570298000964285,0.1429701999035715,,"S1 stockholders who do not make a valid election are deemed to have elected the cash consideration (non-election shares treated as cash election shares, subject to proration).",,7/26/2011,,,,-0.5504000000000016,1.2904000000000018,10.0,10.550400000000002,rolling_structural_fit,102,30,4.1451230758046735,-12.879182482323683,0.3,0.0,0.0,0.0,0.8570298000964285,0.3,0.3285940399807143,0.6714059600192857,stock,ok,
E000101_20150622_Martha_Stewart_Living_Omnimedia_Inc__SQBG_Inc,32404000.0,784077.0,4799382.0935,198312480.0,0.0678268115047525,0.0678268115047525,0.9321731884952476,0.0678268115047525,,"MSLO stockholders who do not make a valid election (non-electing holders) receive, for each share, either $6.15 cash or the same number of Holdings shares as if they had made a stock election, subject to proration; treated as 'non-election shares' for purposes of proration formula (Scenario 1/2 rules based on shortfall vs. non-election share count).",,6/22/2015,,,,,0.0300000000000002,6.15,,rolling_structural_fit,170,29,3.9860388567913447,-12.373998494002127,0.4,0.0,0.0,0.0,0.9321731884952476,0.4,,,,blocked,missing_inputs:stock_value
E000102_20250424_HarborOne_Bancorp_Inc__Eastern_Bankshares_Inc,,,,,0.0,0.0,1.0,0.0,mixed,"Shares with no valid election, improperly completed elections, or elections not timely received are deemed 'non-election shares.' These shares are allocated cash or stock (or a mix) depending on the proration outcome of other shareholders' elections — non-election shares are treated as cash-first in the base case (if Stock Election Number is within Min/Max range) but may receive stock if there's a shortfall in the stock election pool.",,4/24/2025,,,,,,12.0,,rolling_structural_fit,282,34,2.9908214676249587,-7.022958554295322,0.2,0.1,0.1,0.1,0.9,0.2,,,,blocked,"missing_inputs:stock_value,entry_target_price"
E000103_20210729_Misonix_Inc__Bioventus_Inc,17410000.0,38309.8,865447.1695000001,415054400.0,0.0821458357265939,0.0821458357265939,0.9178541642734062,0.0821458357265939,,"Shares with no valid election are treated as 'no election' shares; in the actual (cash-oversubscribed) scenario they received the stock consideration (1.6839 Bioventus shares); had cash been undersubscribed, no-election shares would have received priority cash allocation before stock-election shares.",,7/29/2021,0.622350591598502,0.6123,61.23,-1.047274999999999,5.207274999999999,28.0,29.047275,rolling_structural_fit,260,30,3.015348037389662,-8.18533021158145,0.2,0.1,0.1,0.10894976990071428,0.8178541642734062,0.2,,,,blocked,"missing_inputs:cash_cap,stock_cap"
E000104_20110120_Danvers_Bancorp_Inc__People_s_United_Financial_Inc,20724000.0,52143.05,912809.3395,352722480.0,0.0785878551437946,0.0785878551437946,0.9214121448562054,0.0785878551437946,,"Shares as to which a holder made a valid 'no preference' election, or as to which no valid election was made (including due to revocation), are deemed 'non-election shares.' Depending on whether cash elections exceed or fall short of the fixed cash conversion number, non-election/no-preference shares will receive stock consideration (if cash oversubscribed) or may receive cash consideration despite no cash election (if cash undersubscribed).",,1/20/2011,0.8418665596698408,0.815,81.5,0.763379999999998,5.98,23.0,22.23662,rolling_structural_fit,96,28,3.4724930539302026,-10.507634921985957,0.3,0.0,0.0,0.0,0.9214121448562054,0.3,0.3157175710287589,0.684282428971241,cash,ok,
E000105_20170630_Sun_Bancorp_Inc_NJ__OceanFirst_Financial_Corp,19061000.0,51489.9,1279449.87,469853650.0,0.0512144168721473,0.0512144168721473,0.9487855831278528,0.0512144168721473,,"Shares for which no valid election is made become 'non-election shares' and are allocated to whichever form of consideration (cash or stock) is undersubscribed, before oversubscribed-electing shares are reallocated to that undersubscribed form.",,6/30/2017,0.4374990503075455,0.4407,44.07,-131.82,110.95,3.78,135.6,rolling_structural_fit,213,27,3.2296335566472636,-9.644519896864754,0.3,0.2,0.2,0.21079578311114494,0.7487855831278527,0.3,,,,blocked,"missing_inputs:cash_cap,stock_cap"
E000106_20160112_Anchor_BanCorp_Wisconsin_Inc__Old_National_Bancorp_IN,9597000.0,58443.55,2575923.6174999997,423899490.0,0.0566032093362509,0.0566032093362509,0.9433967906637492,0.0566032093362509,,"Anchor stockholders who did not submit a valid, timely election form were deemed 'non-election' shares. Non-election shares are allocated first to whichever form of consideration (cash or stock) is undersubscribed, before shares of stockholders who affirmatively elected the oversubscribed form are switched/prorated. Thus, electing shareholders have priority over non-election shares when proration is necessary.",,1/12/2016,,,,4.18976,4.329999999999998,48.5,44.31024,rolling_structural_fit,184,27,3.5451516468403823,-10.902885351447164,0.4,0.0,0.0,0.0,0.9433967906637492,0.4,0.4056603209336251,0.594339679066375,cash,ok,
E000107_20210622_County_Bancorp_Inc__Nicolet_Bankshares_Inc,6078000.0,26462.0,752780.866,209387100.00000003,0.0814995064165844,0.0814995064165844,0.9185004935834156,0.0814995064165844,,"Shares for which no valid election is made (or election is revoked without a new valid election) are treated as 'no election shares.' No-election shares are used first to fill any shortfall toward the cash election threshold (before stock election shares are reallocated), but in the proration/allocation process, no-election shares are deprioritized relative to shares for which a timely election was properly made when oversubscription occurs (i.e., they generally get the undersubscribed form of consideration before oversubscribed-electing shares are switched).",,6/22/2021,,,,,2.729999999999997,37.18,,rolling_structural_fit,258,31,3.5858884487875153,-10.608741537749175,0.2,0.1,0.1,0.10887310425916313,0.8185004935834156,0.2,,,,blocked,missing_inputs:stock_value
E000108_20100202_COMSYS_IT_Partners_Inc__ManpowerGroup_Inc,21062000.0,841287.45,14308234.661000002,366268180.0,0.0016415345171398,0.0016415345171398,0.9983584654828602,0.0016415345171398,,Shares tendered without a valid election are deemed to have made a stock election (subject to proration and cash-in-lieu of fractional shares).,,2/2/2010,0.8999565424698202,0.8993000000000001,89.93,-956.1005,956.3605,17.65,973.7505,rolling_structural_fit,79,21,2.6473205778004365,-8.05247787180967,0.3,0.0,0.0,0.0,0.9983584654828602,0.3,0.30032830690342793,0.6996716930965721,stock,ok,
E000109_20151123_CommunityOne_Bancorp__Capital_Bank_Financial_Corp,24292000.0,48611.25,674994.396,343245960.0,0.0374959575168779,0.0374959575168779,0.9625040424831222,0.0374959575168779,,Shares for which no valid election is made by the election deadline ('non-election shares') are converted into the cash consideration or the stock consideration according to the proration procedures set forth in the merger agreement (generally allocated first to the undersubscribed form of consideration).,,11/23/2015,,,,-0.1291999999999991,0.2491999999999983,14.25,14.3792,rolling_structural_fit,180,26,3.5348359140782937,-10.951816318850218,0.4,0.0,0.0,0.0,0.9625040424831222,0.4,0.4037495957516878,0.5962504042483122,stock,ok,
